index,slug,category,level,updated_date,duration_text,title,pdf_filename,status,step_count,pdf_page_count,url
799,cloud-gae-python-migrate-5-runbldpks,Cloud Run / Serverless / App Engine,高階,2026-03-21,,模組 5：使用 Cloud Buildpacks 從 Google App Engine 遷移至 Cloud Run,799__cloud-gae-python-migrate-5-runbldpks__模組-5-使用-Cloud-Buildpacks-從-Google-App-Engine-遷移至-Cloud-Run.pdf,passed,7,13,https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-5-runbldpks?hl=zh-tw
805,cloud-gae-java-migrate-docker,Cloud Run / Serverless / App Engine,高階,2026-03-21,,將 Google App Engine Java 應用程式遷移至 Cloud Run (使用 Docker),805__cloud-gae-java-migrate-docker__將-Google-App-Engine-Java-應用程式遷移至-Cloud-Run-(使用-Docker).pdf,passed,7,12,https://codelabs.developers.google.com/cloud-gae-java-migrate-docker?hl=zh-tw
806,cloudnet-psc-cloudrun,Cloud Run / Serverless / App Engine,高階,2026-03-21,1 小時 1 分鐘,Private Service Connect：使用 Private Service Connect 透過 Cloud Run 發布及使用服務,806__cloudnet-psc-cloudrun__Private-Service-Connect-使用-Private-Service-Connect-透過-Cloud-Run-發布及使用服務.pdf,passed,19,30,https://codelabs.developers.google.com/cloudnet-psc-cloudrun?hl=zh-tw
821,cloud-gae-python-migrate-4-rundocker,Cloud Run / Serverless / App Engine,高階,2026-03-21,,模組 4：使用 Docker 從 Google App Engine 遷移至 Cloud Run,821__cloud-gae-python-migrate-4-rundocker__模組-4-使用-Docker-從-Google-App-Engine-遷移至-Cloud-Run.pdf,passed,7,15,https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-4-rundocker?hl=zh-tw
824,cloud-gae-python-migrate-11-functions,Cloud Run / Serverless / App Engine,高階,2026-03-21,,模組 11：從 Google App Engine 遷移至 Cloud Functions,824__cloud-gae-python-migrate-11-functions__模組-11-從-Google-App-Engine-遷移至-Cloud-Functions.pdf,passed,8,14,https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-11-functions?hl=zh-tw
842,cloud-gae-python-migrate-21-idenplat,Cloud Run / Serverless / App Engine,高階,2026-03-21,,從 App Engine Users 服務遷移至 Cloud Identity Platform (模組 21),842__cloud-gae-python-migrate-21-idenplat__從-App-Engine-Users-服務遷移至-Cloud-Identity-Platform-(模組-21).pdf,passed,8,42,https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-21-idenplat?hl=zh-tw
844,cloud-gae-python-migrate-2-cloudndb,Cloud Run / Serverless / App Engine,高階,2026-03-21,,單元 2：從 App Engine NDB 遷移至 Cloud NDB,844__cloud-gae-python-migrate-2-cloudndb__單元-2-從-App-Engine-NDB-遷移至-Cloud-NDB.pdf,passed,8,17,https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-2-cloudndb?hl=zh-tw
624,workspace-add-on-nodejs-cloudrun,Cloud Run / Serverless / App Engine,高階,2026-03-27,,程式碼實驗室：透過 Node.js 和 Cloud Run 建構 Google Workspace 外掛程式。,624__workspace-add-on-nodejs-cloudrun__程式碼實驗室-透過-Node.js-和-Cloud-Run-建構-Google-Workspace-外掛程式。.pdf,passed,8,42,https://codelabs.developers.google.com/codelabs/workspace-add-on-nodejs-cloudrun?hl=zh-tw
408,runtime-security-insights,Cloud Run / Serverless / App Engine,高階,2026-03-28,資訊,執行階段安全性深入分析,408__runtime-security-insights__執行階段安全性深入分析.pdf,passed,8,14,https://codelabs.developers.google.com/runtime-security-insights?hl=zh-tw
439,how-to-deploy-all-the-javascript-frameworks-to-cloud-run,Cloud Run / Serverless / App Engine,高階,2026-03-28,,如何將所有 JavaScript 架構部署至 Cloud Run,439__how-to-deploy-all-the-javascript-frameworks-to-cloud-run__如何將所有-JavaScript-架構部署至-Cloud-Run.pdf,passed,16,27,https://codelabs.developers.google.com/codelabs/how-to-deploy-all-the-javascript-frameworks-to-cloud-run?hl=zh-tw
473,secure-cloud-run-deployment,Cloud Run / Serverless / App Engine,高階,2026-03-28,,安全部署至 Cloud Run,473__secure-cloud-run-deployment__安全部署至-Cloud-Run.pdf,passed,7,16,https://codelabs.developers.google.com/secure-cloud-run-deployment?hl=zh-tw
230,serverless-web-apis,Cloud Run / Serverless / App Engine,高階,2026-04-09,,工作坊：無伺服器網路 API,230__serverless-web-apis__工作坊-無伺服器網路-API.pdf,passed,11,38,https://codelabs.developers.google.com/codelabs/serverless-web-apis?hl=zh-tw
236,cloud-gae-java-migrate-jib,Cloud Run / Serverless / App Engine,高階,2026-04-09,26 分鐘,使用 Jib 從 Google App Engine Java 應用程式遷移至 Cloud Run,236__cloud-gae-java-migrate-jib__使用-Jib-從-Google-App-Engine-Java-應用程式遷移至-Cloud-Run.pdf,passed,7,14,https://codelabs.developers.google.com/cloud-gae-java-migrate-jib?hl=zh-tw
269,how-to-invoke-authenticated-cloud-function,Cloud Run / Serverless / App Engine,高階,2026-04-09,,瞭解如何叫用已驗證的 Cloud Run 函式,269__how-to-invoke-authenticated-cloud-function__瞭解如何叫用已驗證的-Cloud-Run-函式.pdf,passed,8,15,https://codelabs.developers.google.com/codelabs/how-to-invoke-authenticated-cloud-function?hl=zh-tw
290,kubernetes-with-kubectl-ai,Kubernetes / GKE / Containers / DevOps,初階,2026-04-09,,程式碼實驗室 - 使用 kubectl-ai (AI 技術輔助的 Kubernetes 助理) 管理 Kubernetes,290__kubernetes-with-kubectl-ai__程式碼實驗室-使用-kubectl-ai-(AI-技術輔助的-Kubernetes-助理)-管理-Kubernetes.pdf,passed,9,14,https://codelabs.developers.google.com/kubernetes-with-kubectl-ai?hl=zh-tw
310,signed-container-image-codelab,Kubernetes / GKE / Containers / DevOps,初階,2026-04-09,,程式碼實驗室：已簽署的容器映像檔,310__signed-container-image-codelab__程式碼實驗室-已簽署的容器映像檔.pdf,passed,5,15,https://codelabs.developers.google.com/signed-container-image-codelab?hl=zh-tw
751,cloud-builder-gke-continuous-deploy,Kubernetes / GKE / Containers / DevOps,進階,2026-03-21,,使用 Cloud Build 持續部署至 Google Kubernetes Engine (GKE),751__cloud-builder-gke-continuous-deploy__使用-Cloud-Build-持續部署至-Google-Kubernetes-Engine-(GKE).pdf,passed,8,12,https://codelabs.developers.google.com/codelabs/cloud-builder-gke-continuous-deploy?hl=zh-tw
791,cloud-deploy-website-on-gke,Kubernetes / GKE / Containers / DevOps,進階,2026-03-21,,透過 Google Kubernetes Engine (GKE) 部署、擴充及更新網站,791__cloud-deploy-website-on-gke__透過-Google-Kubernetes-Engine-(GKE)-部署、擴充及更新網站.pdf,passed,12,27,https://codelabs.developers.google.com/codelabs/cloud-deploy-website-on-gke?hl=zh-tw
869,cloud-micronaut-kubernetes,Kubernetes / GKE / Containers / DevOps,進階,2026-03-21,,將以 Jib 容器化的 Micronaut 應用程式部署至 Google Kubernetes Engine,869__cloud-micronaut-kubernetes__將以-Jib-容器化的-Micronaut-應用程式部署至-Google-Kubernetes-Engine.pdf,passed,15,23,https://codelabs.developers.google.com/codelabs/cloud-micronaut-kubernetes?hl=zh-tw
534,developing-with-cloud-code,Kubernetes / GKE / Containers / DevOps,進階,2026-03-27,,使用 Cloud Code 進行開發,534__developing-with-cloud-code__使用-Cloud-Code-進行開發.pdf,passed,6,9,https://codelabs.developers.google.com/developing-with-cloud-code?hl=zh-tw
600,nvidia-nim-google-cloud,Kubernetes / GKE / Containers / DevOps,進階,2026-03-27,,使用 NVIDIA NIM 在 GKE 部署 AI 模型,600__nvidia-nim-google-cloud__使用-NVIDIA-NIM-在-GKE-部署-AI-模型.pdf,passed,9,12,https://codelabs.developers.google.com/codelabs/nvidia-nim-google-cloud?hl=zh-tw
601,innerloop-dev-cloud-workstations-python-gke,Kubernetes / GKE / Containers / DevOps,進階,2026-03-27,,開發環境,601__innerloop-dev-cloud-workstations-python-gke__開發環境.pdf,passed,6,25,https://codelabs.developers.google.com/innerloop-dev-cloud-workstations-python-gke?hl=zh-tw
333,connecting-to-private-alloydb-from-gke-autopilot,Kubernetes / GKE / Containers / DevOps,進階,2026-03-28,,從 GKE Autopilot 執行的應用程式連線至私人 AlloyDB 執行個體,333__connecting-to-private-alloydb-from-gke-autopilot__從-GKE-Autopilot-執行的應用程式連線至私人-AlloyDB-執行個體.pdf,passed,5,14,https://codelabs.developers.google.com/connecting-to-private-alloydb-from-gke-autopilot?hl=zh-tw
434,jenkins-pipeline-gke,Kubernetes / GKE / Containers / DevOps,進階,2026-03-28,,GKE 的 Jenkins 多分支管道,434__jenkins-pipeline-gke__GKE-的-Jenkins-多分支管道.pdf,passed,9,20,https://codelabs.developers.google.com/codelabs/jenkins-pipeline-gke?hl=zh-tw
475,releasing-with-cloud-deploy,Kubernetes / GKE / Containers / DevOps,進階,2026-03-28,,使用 Cloud Deploy 發布,475__releasing-with-cloud-deploy__使用-Cloud-Deploy-發布.pdf,passed,5,13,https://codelabs.developers.google.com/releasing-with-cloud-deploy?hl=zh-tw
494,nodelocal-dns-cache-gke,Kubernetes / GKE / Containers / DevOps,進階,2026-03-28,,瞭解 GKE NodeLocal DNSCache,494__nodelocal-dns-cache-gke__瞭解-GKE-NodeLocal-DNSCache.pdf,passed,8,12,https://codelabs.developers.google.com/codelabs/nodelocal-dns-cache-gke?hl=zh-tw
255,dotnet-kubernetes,Kubernetes / GKE / Containers / DevOps,進階,2026-04-09,,在 Google Kubernetes Engine 部署及更新 .NET Core 應用程式,255__dotnet-kubernetes__在-Google-Kubernetes-Engine-部署及更新-.NET-Core-應用程式.pdf,passed,9,21,https://codelabs.developers.google.com/codelabs/dotnet-kubernetes?hl=zh-tw
277,developing-containers-with-dockerfiles,Kubernetes / GKE / Containers / DevOps,進階,2026-04-09,,使用 Dockerfile 開發容器,277__developing-containers-with-dockerfiles__使用-Dockerfile-開發容器.pdf,passed,7,14,https://codelabs.developers.google.com/developing-containers-with-dockerfiles?hl=zh-tw
293,understanding-skaffold,Kubernetes / GKE / Containers / DevOps,進階,2026-04-09,,瞭解 Skaffold,293__understanding-skaffold__瞭解-Skaffold.pdf,passed,8,14,https://codelabs.developers.google.com/understanding-skaffold?hl=zh-tw
212,next26-rl-gke-lustre,Kubernetes / GKE / Containers / DevOps,進階,2026-04-14,1 小時 11 分鐘,使用 GKE 和 Managed Lustre 擴充強化學習,212__next26-rl-gke-lustre__使用-GKE-和-Managed-Lustre-擴充強化學習.pdf,passed,10,19,https://codelabs.developers.google.com/next26/rl-gke-lustre?hl=zh-tw
67,build-and-deploy-gcp-with-antigravity,Kubernetes / GKE / Containers / DevOps,進階,2026-04-28,1 小時,使用 Antigravity 建構及部署至 Google Cloud,067__build-and-deploy-gcp-with-antigravity__使用-Antigravity-建構及部署至-Google-Cloud.pdf,passed,8,17,https://codelabs.developers.google.com/build-and-deploy-gcp-with-antigravity?hl=zh-tw
21,gke-ai-toolkit-lab-1,Kubernetes / GKE / Containers / DevOps,進階,2026-05-12,,Cloud Engineer's AI Toolkit Lab 1：GKE 平台工程,,failed,0,0,https://codelabs.developers.google.com/codelabs/gke/ai-toolkit-lab-1?hl=zh-tw
708,cloudnet-psc-ilb-gke,Kubernetes / GKE / Containers / DevOps,高階,2026-03-21,,使用 Private Service Connect 發布及使用 GKE 服務,708__cloudnet-psc-ilb-gke__使用-Private-Service-Connect-發布及使用-GKE-服務.pdf,passed,18,32,https://codelabs.developers.google.com/cloudnet-psc-ilb-gke?hl=zh-tw
798,cloud-istio-aspnetcore-part2,Kubernetes / GKE / Containers / DevOps,高階,2026-03-21,,將 ASP.NET Core 應用程式部署至 Google Kubernetes Engine，並使用 Istio (第 2 部分),"798__cloud-istio-aspnetcore-part2__將-ASP.NET-Core-應用程式部署至-Google-Kubernetes-Engine,並使用-Istio-(第-2-部分).pdf",passed,11,20,https://codelabs.developers.google.com/codelabs/cloud-istio-aspnetcore-part2?hl=zh-tw
800,cloud-kubeflow-minikf-kale,Kubernetes / GKE / Containers / DevOps,高階,2026-03-21,,使用 MiniKF 和 Kale，從筆記本轉換為 Kubeflow Pipelines,"800__cloud-kubeflow-minikf-kale__使用-MiniKF-和-Kale,從筆記本轉換為-Kubeflow-Pipelines.pdf",passed,7,31,https://codelabs.developers.google.com/codelabs/cloud-kubeflow-minikf-kale?hl=zh-tw
802,cloud-istio-aspnetcore-part1,Kubernetes / GKE / Containers / DevOps,高階,2026-03-21,,將 ASP.NET Core 應用程式部署至 Google Kubernetes Engine，並使用 Istio (第 1 部分),"802__cloud-istio-aspnetcore-part1__將-ASP.NET-Core-應用程式部署至-Google-Kubernetes-Engine,並使用-Istio-(第-1-部分).pdf",passed,11,22,https://codelabs.developers.google.com/codelabs/cloud-istio-aspnetcore-part1?hl=zh-tw
822,cloud-monolith-to-microservices-gke,Kubernetes / GKE / Containers / DevOps,高階,2026-03-21,,將單體式網站遷移至 Google Kubernetes Engine 上的微服務,822__cloud-monolith-to-microservices-gke__將單體式網站遷移至-Google-Kubernetes-Engine-上的微服務.pdf,passed,10,24,https://codelabs.developers.google.com/codelabs/cloud-monolith-to-microservices-gke?hl=zh-tw
871,cloud-kubeflow-minikf-kale-katib,Kubernetes / GKE / Containers / DevOps,高階,2026-03-21,,從筆記本到 Kubeflow Pipelines (含超參數調整功能)：資料科學之旅,871__cloud-kubeflow-minikf-kale-katib__從筆記本到-Kubeflow-Pipelines-(含超參數調整功能)-資料科學之旅.pdf,passed,7,37,https://codelabs.developers.google.com/codelabs/cloud-kubeflow-minikf-kale-katib?hl=zh-tw
633,secure-build-deploy-cloud-build-ar-gke,Kubernetes / GKE / Containers / DevOps,高階,2026-03-27,,使用 Cloud Build、Artifact Registry 和 GKE 安全地建構及部署,633__secure-build-deploy-cloud-build-ar-gke__使用-Cloud-Build、Artifact-Registry-和-GKE-安全地建構及部署.pdf,passed,10,30,https://codelabs.developers.google.com/secure-build-deploy-cloud-build-ar-gke?hl=zh-tw
489,securing-container-builds,Kubernetes / GKE / Containers / DevOps,高階,2026-03-28,,保障容器建構安全,489__securing-container-builds__保障容器建構安全.pdf,passed,8,16,https://codelabs.developers.google.com/securing-container-builds?hl=zh-tw
234,alloydb-omni-gke-embeddings,Kubernetes / GKE / Containers / DevOps,高階,2026-04-09,,在 Kubernetes 使用 AlloyDB Omni 和 EmbeddingGemma,234__alloydb-omni-gke-embeddings__在-Kubernetes-使用-AlloyDB-Omni-和-EmbeddingGemma.pdf,passed,10,39,https://codelabs.developers.google.com/alloydb-omni-gke-embeddings?hl=zh-tw
247,cloud-spanner-gke-autopilot,Kubernetes / GKE / Containers / DevOps,高階,2026-04-09,,將 Cloud Spanner 連接至 GKE Autopilot,247__cloud-spanner-gke-autopilot__將-Cloud-Spanner-連接至-GKE-Autopilot.pdf,passed,10,46,https://codelabs.developers.google.com/codelabs/cloud-spanner-gke-autopilot?hl=zh-tw
267,gke-multinic-l3netdevice,Kubernetes / GKE / Containers / DevOps,高階,2026-04-09,1 小時 31 分鐘,部署及驗證 GKE NFO 多網路與高效能介面,267__gke-multinic-l3netdevice__部署及驗證-GKE-NFO-多網路與高效能介面.pdf,passed,17,44,https://codelabs.developers.google.com/codelabs/gke-multinic-l3netdevice?hl=zh-tw
308,cloud-kubeflow-pipelines-gis,Kubernetes / GKE / Containers / DevOps,高階,2026-04-09,,Kubeflow Pipelines - GitHub 問題摘要,308__cloud-kubeflow-pipelines-gis__Kubeflow-Pipelines-GitHub-問題摘要.pdf,passed,6,26,https://codelabs.developers.google.com/codelabs/cloud-kubeflow-pipelines-gis?hl=zh-tw
309,cloud-mlops-airflow-gke,Kubernetes / GKE / Containers / DevOps,高階,2026-04-09,,在 GKE 使用 Airflow 2 建構 MLOps 工作流程,309__cloud-mlops-airflow-gke__在-GKE-使用-Airflow-2-建構-MLOps-工作流程.pdf,passed,20,50,https://codelabs.developers.google.com/codelabs/cloud-mlops-airflow-gke?hl=zh-tw
692,cloud-sql-connectivity-ips-public,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-21,,連線至 Cloud SQL：公開 IP 和授權網路,692__cloud-sql-connectivity-ips-public__連線至-Cloud-SQL-公開-IP-和授權網路.pdf,passed,3,6,https://codelabs.developers.google.com/codelabs/cloud-sql-connectivity-ips-public?hl=zh-tw
721,cloud-network-load-balancer,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-21,,將網路負載平衡器從目標集區轉換為區域性後端服務,721__cloud-network-load-balancer__將網路負載平衡器從目標集區轉換為區域性後端服務.pdf,passed,8,16,https://codelabs.developers.google.com/cloud-network-load-balancer?hl=zh-tw
834,avif,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-21,,提供 AVIF 圖片,834__avif__提供-AVIF-圖片.pdf,passed,8,13,https://codelabs.developers.google.com/codelabs/avif?hl=zh-tw
510,mdc-102-web,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-27,17 分鐘,MDC-102 Web：Material Design 結構和版面配置 (網頁),510__mdc-102-web__MDC-102-Web-Material-Design-結構和版面配置-(網頁).pdf,passed,5,14,https://codelabs.developers.google.com/codelabs/mdc-102-web?hl=zh-tw
530,ncc-vpc-dynamic-routes,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-27,35 分鐘,CodeLab：使用 NCC 進行動態路由交換,530__ncc-vpc-dynamic-routes__CodeLab-使用-NCC-進行動態路由交換.pdf,passed,8,18,https://codelabs.developers.google.com/ncc-vpc-dynamic-routes?hl=zh-tw
533,vpc-sc-beginnerlab-2,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-27,,VPC Service Controls 基本教學課程 II - 排解輸出違規問題,533__vpc-sc-beginnerlab-2__VPC-Service-Controls-基本教學課程-II-排解輸出違規問題.pdf,passed,8,14,https://codelabs.developers.google.com/codelabs/vpc-sc-beginnerlab-2?hl=zh-tw
540,user-auth-with-iap,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-27,,透過 Identity-Aware Proxy 驗證使用者身分,540__user-auth-with-iap__透過-Identity-Aware-Proxy-驗證使用者身分.pdf,passed,7,17,https://codelabs.developers.google.com/codelabs/user-auth-with-iap?hl=zh-tw
610,ncc-psc-propagation,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-27,35 分鐘,實驗室：NCC PSC 傳播,610__ncc-psc-propagation__實驗室-NCC-PSC-傳播.pdf,passed,8,16,https://codelabs.developers.google.com/ncc-psc-propagation?hl=zh-tw
648,configure-weighted-netlb-codelab,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-27,,個別執行個體加權網路負載平衡,648__configure-weighted-netlb-codelab__個別執行個體加權網路負載平衡.pdf,passed,2,11,https://codelabs.developers.google.com/configure-weighted-netlb-codelab?hl=zh-tw
398,tcp-proxylb-ssl-proxylb,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-28,,Cloud Armor 與 TCP/SSL Proxy 負載平衡器 - 速率限制與 IP 拒絕清單 Codelab,398__tcp-proxylb-ssl-proxylb__Cloud-Armor-與-TCP-SSL-Proxy-負載平衡器-速率限制與-IP-拒絕清單-Codelab.pdf,passed,9,14,https://codelabs.developers.google.com/codelabs/tcp-proxylb-ssl-proxylb?hl=zh-tw
416,sign-and-verify-data-with-cloud-kms-asymmetric,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-28,14 分鐘,使用 Cloud KMS 簽署及驗證資料 (非對稱),416__sign-and-verify-data-with-cloud-kms-asymmetric__使用-Cloud-KMS-簽署及驗證資料-(非對稱).pdf,passed,7,10,https://codelabs.developers.google.com/codelabs/sign-and-verify-data-with-cloud-kms-asymmetric?hl=zh-tw
445,vpc-sc-beginnerlab-1,網路 / 安全 / 身分 / 基礎架構,初階,2026-03-28,27 分鐘,VPC Service Controls 基本教學課程 I,445__vpc-sc-beginnerlab-1__VPC-Service-Controls-基本教學課程-I.pdf,passed,8,13,https://codelabs.developers.google.com/codelabs/vpc-sc-beginnerlab-1?hl=zh-tw
179,easy-alloydb-setup,網路 / 安全 / 身分 / 基礎架構,初階,2026-04-15,,AlloyDB 快速設定實驗室,179__easy-alloydb-setup__AlloyDB-快速設定實驗室.pdf,passed,4,8,https://codelabs.developers.google.com/easy-alloydb-setup?hl=zh-tw
358,grant-access-to-your-project-with-iam,網路 / 安全 / 身分 / 基礎架構,中階,2026-03-28,37 分鐘,透過 IAM 授予專案存取權,358__grant-access-to-your-project-with-iam__透過-IAM-授予專案存取權.pdf,passed,5,10,https://codelabs.developers.google.com/grant-access-to-your-project-with-iam?hl=zh-tw
732,ca4nlb-phase2,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-21,,搭配使用 NLB/VM 專用 Cloud Armor 與使用者定義的規則,732__ca4nlb-phase2__搭配使用-NLB-VM-專用-Cloud-Armor-與使用者定義的規則.pdf,passed,13,17,https://codelabs.developers.google.com/codelabs/ca4nlb-phase2?hl=zh-tw
750,cloud-armor-recaptcha-bot-management,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-21,,使用 Google Cloud Armor 和 reCAPTCHA 管理機器人,750__cloud-armor-recaptcha-bot-management__使用-Google-Cloud-Armor-和-reCAPTCHA-管理機器人.pdf,passed,11,31,https://codelabs.developers.google.com/codelabs/cloud-armor-recaptcha-bot-management?hl=zh-tw
804,cloudnet-l7-hybridneg,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-21,,使用外部 HTTP(S) 混合式負載平衡器連至網路端點群組,804__cloudnet-l7-hybridneg__使用外部-HTTP(S)-混合式負載平衡器連至網路端點群組.pdf,passed,10,19,https://codelabs.developers.google.com/cloudnet-l7-hybridneg?hl=zh-tw
809,cloud-armor-rate-limiting,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-21,,使用 Cloud Armor 設定頻率限制,809__cloud-armor-rate-limiting__使用-Cloud-Armor-設定頻率限制.pdf,passed,9,32,https://codelabs.developers.google.com/codelabs/cloud-armor-rate-limiting?hl=zh-tw
825,cloud-kms-autokey,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-21,40 分鐘,使用 Cloud KMS Autokey 輕鬆加密資源,825__cloud-kms-autokey__使用-Cloud-KMS-Autokey-輕鬆加密資源.pdf,passed,12,21,https://codelabs.developers.google.com/codelabs/cloud-kms-autokey?hl=zh-tw
831,cloudnet-clouddns-external-failover-policy-codelab,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-21,40 分鐘,使用 Cloud DNS 健康狀態檢查，為區域外部端點執行多區域容錯移轉,"831__cloudnet-clouddns-external-failover-policy-codelab__使用-Cloud-DNS-健康狀態檢查,為區域外部端點執行多區域容錯移轉.pdf",passed,10,23,https://codelabs.developers.google.com/cloudnet-clouddns-external-failover-policy-codelab?hl=zh-tw
840,clouddns-failover-policy-codelab,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-21,,使用 Cloud DNS 轉送政策和健康狀態檢查，為內部 TCP/UDP 負載平衡器執行多區域容錯移轉,"840__clouddns-failover-policy-codelab__使用-Cloud-DNS-轉送政策和健康狀態檢查,為內部-TCP-UDP-負載平衡器執行多區域容錯移轉.pdf",passed,14,28,https://codelabs.developers.google.com/clouddns-failover-policy-codelab?hl=zh-tw
501,keras-flowers-convnets,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-27,,卷積類神經網路 (搭配使用 Keras 和 TPU),501__keras-flowers-convnets__卷積類神經網路-(搭配使用-Keras-和-TPU).pdf,passed,7,31,https://codelabs.developers.google.com/codelabs/keras-flowers-convnets?hl=zh-tw
539,ipv6-publicnat64-dns64,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-27,35 分鐘,建立僅支援 IPv6 的 VM 執行個體，並啟用 NAT64/DNS64,"539__ipv6-publicnat64-dns64__建立僅支援-IPv6-的-VM-執行個體,並啟用-NAT64-DNS64.pdf",passed,9,27,https://codelabs.developers.google.com/ipv6-publicnat64-dns64?hl=zh-tw
608,tfjs-training-classfication,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-27,,TensorFlow.js：使用卷積類神經網路辨識手寫數字,608__tfjs-training-classfication__TensorFlow.js-使用卷積類神經網路辨識手寫數字.pdf,passed,8,25,https://codelabs.developers.google.com/codelabs/tfjs-training-classfication?hl=zh-tw
637,tensorflowjs-object-detection,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-27,,使用預先訓練的 TensorFlow.js 機器學習模型，以 JavaScript 建立智慧型網路攝影機,"637__tensorflowjs-object-detection__使用預先訓練的-TensorFlow.js-機器學習模型,以-JavaScript-建立智慧型網路攝影機.pdf",passed,9,22,https://codelabs.developers.google.com/codelabs/tensorflowjs-object-detection?hl=zh-tw
472,network-firewall-policy-tags,網路 / 安全 / 身分 / 基礎架構,進階,2026-03-28,46 分鐘,含標記的全域網路防火牆政策,472__network-firewall-policy-tags__含標記的全域網路防火牆政策.pdf,passed,9,28,https://codelabs.developers.google.com/network-firewall-policy-tags?hl=zh-tw
237,cloudnet-ngfw-hfp,網路 / 安全 / 身分 / 基礎架構,進階,2026-04-09,1 小時 10 分鐘,具有 IAM 控管標記的階層式防火牆政策,237__cloudnet-ngfw-hfp__具有-IAM-控管標記的階層式防火牆政策.pdf,passed,10,20,https://codelabs.developers.google.com/cloudnet-ngfw-hfp?hl=zh-tw
270,ncc-vpc-as-spoke,網路 / 安全 / 身分 / 基礎架構,進階,2026-04-09,7 分鐘,研究室：使用 NCC 虛擬私有雲做為輪輻,270__ncc-vpc-as-spoke__研究室-使用-NCC-虛擬私有雲做為輪輻.pdf,passed,11,26,https://codelabs.developers.google.com/codelabs/ncc-vpc-as-spoke?hl=zh-tw
36,ncc-vpc-as-spoke,網路 / 安全 / 身分 / 基礎架構,進階,2026-05-07,7 分鐘,程式碼研究室：將 NCC 虛擬私有雲做為輪輻,036__ncc-vpc-as-spoke__程式碼研究室-將-NCC-虛擬私有雲做為輪輻.pdf,passed,11,27,https://codelabs.developers.google.com/ncc-vpc-as-spoke?hl=zh-tw
707,cloudnet-l7psc-xlb-gcp,網路 / 安全 / 身分 / 基礎架構,高階,2026-03-21,1 小時 12 分鐘,Private Service Connect - 使用 PSC 後端存取供應端服務,707__cloudnet-l7psc-xlb-gcp__Private-Service-Connect-使用-PSC-後端存取供應端服務.pdf,passed,17,26,https://codelabs.developers.google.com/cloudnet-l7psc-xlb-gcp?hl=zh-tw
719,cloudnet-psc-backend-r-gAPI,網路 / 安全 / 身分 / 基礎架構,高階,2026-03-21,49 分鐘,Private Service Connect - 使用 PSC 後端存取區域 Google API,719__cloudnet-psc-backend-r-gAPI__Private-Service-Connect-使用-PSC-後端存取區域-Google-API.pdf,passed,13,30,https://codelabs.developers.google.com/cloudnet-psc-backend-r-gAPI?hl=zh-tw
752,cloud-cloudarmor,網路 / 安全 / 身分 / 基礎架構,高階,2026-03-21,51 分鐘,Cloud Armor NamedIP 清單,752__cloud-cloudarmor__Cloud-Armor-NamedIP-清單.pdf,passed,14,22,https://codelabs.developers.google.com/codelabs/cloud-cloudarmor?hl=zh-tw
764,cloudnet-peering2psc-migration,網路 / 安全 / 身分 / 基礎架構,高階,2026-03-21,1 小時 14 分鐘,Private Service Connect：虛擬私有雲對等互連至 Private Service Connect 遷移作業,764__cloudnet-peering2psc-migration__Private-Service-Connect-虛擬私有雲對等互連至-Private-Service-Connect-遷移作業.pdf,passed,19,34,https://codelabs.developers.google.com/cloudnet-peering2psc-migration?hl=zh-tw
828,cloud-ngfw-enterprise-tls,網路 / 安全 / 身分 / 基礎架構,高階,2026-03-21,1 小時 58 分鐘,Cloud NGFW Enterprise 程式碼研究室 [與 TLS 檢查],828__cloud-ngfw-enterprise-tls__Cloud-NGFW-Enterprise-程式碼研究室-[與-TLS-檢查].pdf,passed,15,35,https://codelabs.developers.google.com/cloud-ngfw-enterprise-tls?hl=zh-tw
