index,slug,title,url,pdf_filename,status,step_count,pdf_page_count,pdf_size_bytes,message
438,secure-source-code,安全原始碼,https://codelabs.developers.google.com/secure-source-code?hl=zh-tw,438__secure-source-code__安全原始碼.pdf,passed,6,11,811194,驗證通過
439,how-to-deploy-all-the-javascript-frameworks-to-cloud-run,如何將所有 JavaScript 架構部署至 Cloud Run,https://codelabs.developers.google.com/codelabs/how-to-deploy-all-the-javascript-frameworks-to-cloud-run?hl=zh-tw,439__how-to-deploy-all-the-javascript-frameworks-to-cloud-run__如何將所有-JavaScript-架構部署至-Cloud-Run.pdf,passed,16,27,1184475,驗證通過
440,gemini-file-search-for-rag,使用 Google Gemini 檔案搜尋工具進行檢索增強生成,https://codelabs.developers.google.com/gemini-file-search-for-rag?hl=zh-tw,440__gemini-file-search-for-rag__使用-Google-Gemini-檔案搜尋工具進行檢索增強生成.pdf,passed,8,22,2606640,驗證通過
441,mdc-104-kotlin,MDC-104 Android：Material Design 進階元件 (Kotlin),https://codelabs.developers.google.com/codelabs/mdc-104-kotlin?hl=zh-tw,441__mdc-104-kotlin__MDC-104-Android-Material-Design-進階元件-(Kotlin).pdf,passed,7,24,3409830,驗證通過
442,time-series-forecasting-with-cloud-ai-platform,運用 Vertex AI 和 BigQuery 機器學習預測時間序列,https://codelabs.developers.google.com/codelabs/time-series-forecasting-with-cloud-ai-platform?hl=zh-tw,442__time-series-forecasting-with-cloud-ai-platform__運用-Vertex-AI-和-BigQuery-機器學習預測時間序列.pdf,passed,9,18,2239084,驗證通過
443,mdc-111-java,MDC-111 Android：將 Material Design 元件納入程式碼集 (Java),https://codelabs.developers.google.com/codelabs/mdc-111-java?hl=zh-tw,443__mdc-111-java__MDC-111-Android-將-Material-Design-元件納入程式碼集-(Java).pdf,passed,6,16,1928607,驗證通過
444,wrf-on-slurm-gcp,透過 Fluid Numerics 的 Slurm-GCP 執行 WRF 天氣預測模型,https://codelabs.developers.google.com/codelabs/wrf-on-slurm-gcp?hl=zh-tw,444__wrf-on-slurm-gcp__透過-Fluid-Numerics-的-Slurm-GCP-執行-WRF-天氣預測模型.pdf,passed,7,18,3520174,驗證通過
445,vpc-sc-beginnerlab-1,VPC Service Controls 基本教學課程 I,https://codelabs.developers.google.com/codelabs/vpc-sc-beginnerlab-1?hl=zh-tw,445__vpc-sc-beginnerlab-1__VPC-Service-Controls-基本教學課程-I.pdf,passed,8,13,1110483,驗證通過
446,lit-2-for-react-devs,適用於 React 開發人員的 Lit,https://codelabs.developers.google.com/codelabs/lit-2-for-react-devs?hl=zh-tw,446__lit-2-for-react-devs__適用於-React-開發人員的-Lit.pdf,passed,12,68,2100975,驗證通過
447,mdc-101-kotlin,MDC-101 Android：Material Design 元件 (MDC) 基本概念 (Kotlin),https://codelabs.developers.google.com/codelabs/mdc-101-kotlin?hl=zh-tw,447__mdc-101-kotlin__MDC-101-Android-Material-Design-元件-(MDC)-基本概念-(Kotlin).pdf,passed,6,23,3026686,驗證通過
448,psc-interface,Private Service Connect 介面,https://codelabs.developers.google.com/codelabs/psc-interface?hl=zh-tw,448__psc-interface__Private-Service-Connect-介面.pdf,passed,16,24,1501414,驗證通過
449,psc-cloud-sql,如何建立 Cloud SQL 的 Private Service Connect,https://codelabs.developers.google.com/codelabs/psc-cloud-sql?hl=zh-tw,449__psc-cloud-sql__如何建立-Cloud-SQL-的-Private-Service-Connect.pdf,passed,10,26,939369,驗證通過
450,how-to-cloud-run-gemini-function-calling,如何搭配使用 Cloud Run 與 Gemini 函式呼叫功能,https://codelabs.developers.google.com/codelabs/how-to-cloud-run-gemini-function-calling?hl=zh-tw,450__how-to-cloud-run-gemini-function-calling__如何搭配使用-Cloud-Run-與-Gemini-函式呼叫功能.pdf,passed,10,25,955181,驗證通過
451,user-adaptive-interfaces,使用偏好媒體查詢，建構可配合使用者調整的介面,https://codelabs.developers.google.com/codelabs/user-adaptive-interfaces?hl=zh-tw,"451__user-adaptive-interfaces__使用偏好媒體查詢,建構可配合使用者調整的介面.pdf",passed,7,29,3131176,驗證通過
452,spanner-getting-started-vector-search,開始使用 Spanner 向量搜尋,https://codelabs.developers.google.com/codelabs/spanner-getting-started-vector-search?hl=zh-tw,452__spanner-getting-started-vector-search__開始使用-Spanner-向量搜尋.pdf,passed,9,25,2334200,驗證通過
453,gemini-psc-endpoint,在 PSC 端點上部署 Model Garden,https://codelabs.developers.google.com/gemini-psc-endpoint?hl=zh-tw,453__gemini-psc-endpoint__在-PSC-端點上部署-Model-Garden.pdf,passed,10,17,1949387,驗證通過
454,psc-L7-ilb-onprem,使用 Private Service Connect 和混合式 NEG 搭配內部 HTTP(s) 負載平衡器，透過混合型網路連線至地端部署服務,https://codelabs.developers.google.com/codelabs/psc-L7-ilb-onprem?hl=zh-tw,"454__psc-L7-ilb-onprem__使用-Private-Service-Connect-和混合式-NEG-搭配內部-HTTP(s)-負載平衡器,透過混合型網路連線至地端部署服務.pdf",passed,15,24,2104551,驗證通過
455,pdai-invoices-notebook,在 AI 平台 Notebooks 使用 Procurement Document AI 解析發票,https://codelabs.developers.google.com/codelabs/pdai-invoices-notebook?hl=zh-tw,455__pdai-invoices-notebook__在-AI-平台-Notebooks-使用-Procurement-Document-AI-解析發票.pdf,passed,8,13,2475415,驗證通過
456,slack-textsummarizer-palm,Slack 指令自動化,https://codelabs.developers.google.com/slack-textsummarizer-palm?hl=zh-tw,456__slack-textsummarizer-palm__Slack-指令自動化.pdf,passed,8,10,835904,驗證通過
457,moviescore-prediction-vertexai,使用 Vertex AI AutoML 預測電影評分,https://codelabs.developers.google.com/moviescore-prediction-vertexai?hl=zh-tw,457__moviescore-prediction-vertexai__使用-Vertex-AI-AutoML-預測電影評分.pdf,passed,8,16,2883076,驗證通過
458,vertex_notebook_executor,Vertex AI Workbench：運用遷移學習和筆記本執行器，建構圖像分類模型,https://codelabs.developers.google.com/vertex_notebook_executor?hl=zh-tw,"458__vertex_notebook_executor__Vertex-AI-Workbench-運用遷移學習和筆記本執行器,建構圖像分類模型.pdf",passed,7,21,1760753,驗證通過
459,scaling-with-kustomize,使用 Kustomize 調度資源,https://codelabs.developers.google.com/scaling-with-kustomize?hl=zh-tw,459__scaling-with-kustomize__使用-Kustomize-調度資源.pdf,passed,6,12,535206,驗證通過
460,yoga-pose-firestore-vectorsearch-nodejs,程式碼研究室 - 使用 Firestore、Vector Search、Langchain 和 Gemini 建構情境式瑜珈姿勢推薦應用程式 (Node.js 版本),https://codelabs.developers.google.com/yoga-pose-firestore-vectorsearch-nodejs?hl=zh-tw,460__yoga-pose-firestore-vectorsearch-nodejs__程式碼研究室-使用-Firestore、Vector-Search、Langchain-和-Gemini-建構情境式瑜珈姿勢推薦應用程式-(Node.js-版本.pdf,passed,10,27,2674782,驗證通過
461,customizing-machine-learning-models-the-easy-way,輕鬆自訂機器學習模型,https://codelabs.developers.google.com/customizing-machine-learning-models-the-easy-way?hl=zh-tw,461__customizing-machine-learning-models-the-easy-way__輕鬆自訂機器學習模型.pdf,passed,6,15,3147134,驗證通過
462,fhir-ohs-gcp-android,透過 OHS 和 Google Cloud 管理 Android 應用程式的 FHIR 資料,https://codelabs.developers.google.com/fhir-ohs-gcp-android?hl=zh-tw,462__fhir-ohs-gcp-android__透過-OHS-和-Google-Cloud-管理-Android-應用程式的-FHIR-資料.pdf,passed,12,16,2439372,驗證通過
463,legal-eagle-rag-instructions,雲端法律專家：運用 Google (合法) 駭入法院系統,https://codelabs.developers.google.com/legal-eagle-rag/instructions?hl=zh-tw,463__legal-eagle-rag-instructions__雲端法律專家-運用-Google-(合法)-駭入法院系統.pdf,passed,14,42,10667715,驗證通過
464,genai-for-dev-cli-dev-use-cases,運用 Gemini CLI 加速開發,https://codelabs.developers.google.com/genai-for-dev-cli-dev-use-cases?hl=zh-tw,464__genai-for-dev-cli-dev-use-cases__運用-Gemini-CLI-加速開發.pdf,passed,21,41,6650333,驗證通過
465,maps-platform-navigation-sdk-101-ios,以 Swift 語言搭配 Google Maps Platform Navigation SDK 建立簡單的 iOS 導航應用程式,https://codelabs.developers.google.com/codelabs/maps-platform/navigation-sdk-101-ios?hl=zh-tw,465__maps-platform-navigation-sdk-101-ios__以-Swift-語言搭配-Google-Maps-Platform-Navigation-SDK-建立簡單的-iOS-導航應用程式.pdf,passed,10,20,5163156,驗證通過
466,keras-flowers-transfer-learning,建立第一個 Keras 模型 (採用遷移學習),https://codelabs.developers.google.com/codelabs/keras-flowers-transfer-learning?hl=zh-tw,466__keras-flowers-transfer-learning__建立第一個-Keras-模型-(採用遷移學習).pdf,passed,5,17,3595458,驗證通過
467,makersuite-responsible-ai,瞭解如何使用 PAIR Guidebook 和 MakerSuite，設計負責任的 AI 原型,https://codelabs.developers.google.com/makersuite-responsible-ai?hl=zh-tw,"467__makersuite-responsible-ai__瞭解如何使用-PAIR-Guidebook-和-MakerSuite,設計負責任的-AI-原型.pdf",passed,6,11,1402835,驗證通過
468,ga4f-event-tracking-webview,使用 Google Analytics for Firebase 追蹤 WebView 事件,https://codelabs.developers.google.com/ga4f-event-tracking-webview?hl=zh-tw,468__ga4f-event-tracking-webview__使用-Google-Analytics-for-Firebase-追蹤-WebView-事件.pdf,passed,12,24,3922904,驗證通過
469,dataproc-cluster-gce,搭配使用 Google Compute Engine 和 Dataproc,https://codelabs.developers.google.com/dataproc-cluster-gce?hl=zh-tw,469__dataproc-cluster-gce__搭配使用-Google-Compute-Engine-和-Dataproc.pdf,passed,8,15,2401737,驗證通過
470,l7lb-chain-psc,透過 PSC 明確鏈結 GCP L7 負載平衡器,https://codelabs.developers.google.com/codelabs/l7lb-chain-psc?hl=zh-tw,470__l7lb-chain-psc__透過-PSC-明確鏈結-GCP-L7-負載平衡器.pdf,passed,16,24,1049767,驗證通過
471,tdd-ruby-app-duetai,程式碼實驗室：運用 Gemini 加速以測試為導向的開發作業,https://codelabs.developers.google.com/tdd-ruby-app-duetai?hl=zh-tw,471__tdd-ruby-app-duetai__程式碼實驗室-運用-Gemini-加速以測試為導向的開發作業.pdf,passed,10,20,956755,驗證通過
472,network-firewall-policy-tags,含標記的全域網路防火牆政策,https://codelabs.developers.google.com/network-firewall-policy-tags?hl=zh-tw,472__network-firewall-policy-tags__含標記的全域網路防火牆政策.pdf,passed,9,28,1075463,驗證通過
473,secure-cloud-run-deployment,安全部署至 Cloud Run,https://codelabs.developers.google.com/secure-cloud-run-deployment?hl=zh-tw,473__secure-cloud-run-deployment__安全部署至-Cloud-Run.pdf,passed,7,16,1009274,驗證通過
474,upskill-with-kaggle,運用 Kaggle 提升組織的機器學習/AI 技能,https://codelabs.developers.google.com/upskill-with-kaggle?hl=zh-tw,474__upskill-with-kaggle__運用-Kaggle-提升組織的機器學習-AI-技能.pdf,passed,6,14,1753938,驗證通過
475,releasing-with-cloud-deploy,使用 Cloud Deploy 發布,https://codelabs.developers.google.com/releasing-with-cloud-deploy?hl=zh-tw,475__releasing-with-cloud-deploy__使用-Cloud-Deploy-發布.pdf,passed,5,13,743379,驗證通過
476,use-pulumi-on-google-cloud-yaml,在 Google Cloud 使用 Pulumi 和 YAML,https://codelabs.developers.google.com/use-pulumi-on-google-cloud-yaml?hl=zh-tw,476__use-pulumi-on-google-cloud-yaml__在-Google-Cloud-使用-Pulumi-和-YAML.pdf,passed,6,13,671191,驗證通過
477,secure-serverless-application-with-identity-aware-proxy,使用 Identity-Aware Proxy (IAP) 保護無伺服器應用程式,https://codelabs.developers.google.com/secure-serverless-application-with-identity-aware-proxy?hl=zh-tw,477__secure-serverless-application-with-identity-aware-proxy__使用-Identity-Aware-Proxy-(IAP)-保護無伺服器應用程式.pdf,passed,7,20,1115958,驗證通過
478,visualize-dynamic-color,在應用程式中呈現動態色彩,https://codelabs.developers.google.com/visualize-dynamic-color?hl=zh-tw,478__visualize-dynamic-color__在應用程式中呈現動態色彩.pdf,passed,7,17,8011211,驗證通過
479,vertex-workbench-intro,Vertex AI Workbench：使用 BigQuery 資料訓練 TensorFlow 模型,https://codelabs.developers.google.com/vertex-workbench-intro?hl=zh-tw,479__vertex-workbench-intro__Vertex-AI-Workbench-使用-BigQuery-資料訓練-TensorFlow-模型.pdf,passed,7,24,2117705,驗證通過
480,scroll-driven-animations,開始使用 CSS 製作捲動式動畫,https://codelabs.developers.google.com/scroll-driven-animations?hl=zh-tw,480__scroll-driven-animations__開始使用-CSS-製作捲動式動畫.pdf,passed,8,19,1564299,驗證通過
481,vertex-ai-vision-traffic-monitoring,Vertex AI Vision 交通監控應用程式,https://codelabs.developers.google.com/vertex-ai-vision-traffic-monitoring?hl=zh-tw,481__vertex-ai-vision-traffic-monitoring__Vertex-AI-Vision-交通監控應用程式.pdf,passed,10,19,5131125,驗證通過
482,product-search-odt-android,使用 ML Kit (Android) 偵測圖片中的物件，建構視覺化產品搜尋功能,https://codelabs.developers.google.com/product-search-odt-android?hl=zh-tw,"482__product-search-odt-android__使用-ML-Kit-(Android)-偵測圖片中的物件,建構視覺化產品搜尋功能.pdf",passed,7,16,4925097,驗證通過
483,youtube-analytics-palm-llm,Vertex AI 影片分析專用生成式 AI,https://codelabs.developers.google.com/youtube-analytics-palm-llm?hl=zh-tw,483__youtube-analytics-palm-llm__Vertex-AI-影片分析專用生成式-AI.pdf,passed,10,12,842727,驗證通過
484,spanner-getting-started-vector-search,開始使用 Spanner 向量搜尋,https://codelabs.developers.google.com/spanner-getting-started-vector-search?hl=zh-tw,484__spanner-getting-started-vector-search__開始使用-Spanner-向量搜尋.pdf,passed,9,29,2801875,驗證通過
485,magento-cloud-spanner,將 Magento 與 Cloud Spanner 整合,https://codelabs.developers.google.com/codelabs/magento-cloud-spanner?hl=zh-tw,485__magento-cloud-spanner__將-Magento-與-Cloud-Spanner-整合.pdf,passed,4,20,2695093,驗證通過
486,looker-psc-cloudsql,Looker PSC 向 Cloud SQL PSC 的南向存取權,https://codelabs.developers.google.com/looker-psc-cloudsql?hl=zh-tw,486__looker-psc-cloudsql__Looker-PSC-向-Cloud-SQL-PSC-的南向存取權.pdf,passed,11,20,2005029,驗證通過
487,mdc-111-web,MDC-111 Web：將 Material Design 元件納入程式碼集 (網頁),https://codelabs.developers.google.com/codelabs/mdc-111-web?hl=zh-tw,487__mdc-111-web__MDC-111-Web-將-Material-Design-元件納入程式碼集-(網頁).pdf,passed,6,14,1865728,驗證通過
488,ncc-3pnva-site-to-cloud,研究室：使用 SD-WAN 設備的 NCC 站台前往雲端,https://codelabs.developers.google.com/ncc-3pnva-site-to-cloud?hl=zh-tw,488__ncc-3pnva-site-to-cloud__研究室-使用-SD-WAN-設備的-NCC-站台前往雲端.pdf,passed,15,22,2487762,驗證通過
489,securing-container-builds,保障容器建構安全,https://codelabs.developers.google.com/securing-container-builds?hl=zh-tw,489__securing-container-builds__保障容器建構安全.pdf,passed,8,16,1090411,驗證通過
490,use-cmek-to-encrypt-cloud-functions,使用客戶自行管理的加密金鑰 (CMEK) 加密 Cloud Functions,https://codelabs.developers.google.com/use-cmek-to-encrypt-cloud-functions?hl=zh-tw,490__use-cmek-to-encrypt-cloud-functions__使用客戶自行管理的加密金鑰-(CMEK)-加密-Cloud-Functions.pdf,passed,10,19,849327,驗證通過
491,programmatic-dq,運用 Dataplex 和生成式 AI 以程式輔助方式確保資料品質,https://codelabs.developers.google.com/programmatic-dq?hl=zh-tw,491__programmatic-dq__運用-Dataplex-和生成式-AI-以程式輔助方式確保資料品質.pdf,passed,7,28,1898367,驗證通過
492,multi-tool-ai-agent-adk,ADK：從基本概念到多工具代理程式,https://codelabs.developers.google.com/multi-tool-ai-agent-adk?hl=zh-tw,492__multi-tool-ai-agent-adk__ADK-從基本概念到多工具代理程式.pdf,passed,8,16,1236762,驗證通過
493,smart-stylist-app,運用 AlloyDB 和無伺服器執行階段，打造 AI 穿搭應用程式,https://codelabs.developers.google.com/smart-stylist-app?hl=zh-tw,"493__smart-stylist-app__運用-AlloyDB-和無伺服器執行階段,打造-AI-穿搭應用程式.pdf",passed,16,36,10743902,驗證通過
494,nodelocal-dns-cache-gke,瞭解 GKE NodeLocal DNSCache,https://codelabs.developers.google.com/codelabs/nodelocal-dns-cache-gke?hl=zh-tw,494__nodelocal-dns-cache-gke__瞭解-GKE-NodeLocal-DNSCache.pdf,passed,8,12,1791321,驗證通過
495,spanner-graph-getting-started,開始使用 Spanner Graph,https://codelabs.developers.google.com/codelabs/spanner-graph-getting-started?hl=zh-tw,495__spanner-graph-getting-started__開始使用-Spanner-Graph.pdf,passed,10,79,2753756,驗證通過
496,looker-psc-internal-northbound-l7,Looker PSC 北向區域內部 L7 ALB,https://codelabs.developers.google.com/looker-psc-internal-northbound-l7?hl=zh-tw,496__looker-psc-internal-northbound-l7__Looker-PSC-北向區域內部-L7-ALB.pdf,passed,15,33,2606105,驗證通過
497,mdc-101-java,MDC-101 Android：Material Design 元件 (MDC) 基本概念 (Java),https://codelabs.developers.google.com/codelabs/mdc-101-java?hl=zh-tw,497__mdc-101-java__MDC-101-Android-Material-Design-元件-(MDC)-基本概念-(Java).pdf,passed,6,24,3024751,驗證通過
498,tensorflowjs-audio-codelab,TensorFlow.js：使用遷移學習技術辨識音訊,https://codelabs.developers.google.com/codelabs/tensorflowjs-audio-codelab?hl=zh-tw,498__tensorflowjs-audio-codelab__TensorFlow.js-使用遷移學習技術辨識音訊.pdf,passed,10,17,832800,驗證通過
499,gating-deployments-with-binary-auth,使用二進位授權控管部署作業,https://codelabs.developers.google.com/gating-deployments-with-binary-auth?hl=zh-tw,499__gating-deployments-with-binary-auth__使用二進位授權控管部署作業.pdf,passed,8,27,1297378,驗證通過
500,lit-story-viewer,使用 lit-element 建構故事元件,https://codelabs.developers.google.com/codelabs/lit-story-viewer?hl=zh-tw,500__lit-story-viewer__使用-lit-element-建構故事元件.pdf,passed,8,20,1007344,驗證通過
501,keras-flowers-convnets,卷積類神經網路 (搭配使用 Keras 和 TPU),https://codelabs.developers.google.com/codelabs/keras-flowers-convnets?hl=zh-tw,501__keras-flowers-convnets__卷積類神經網路-(搭配使用-Keras-和-TPU).pdf,passed,7,31,7803884,驗證通過
502,spark-jupyter-dataproc,在 Cloud Dataproc 使用 Apache Spark 和 Jupyter 筆記本,https://codelabs.developers.google.com/codelabs/spark-jupyter-dataproc?hl=zh-tw,502__spark-jupyter-dataproc__在-Cloud-Dataproc-使用-Apache-Spark-和-Jupyter-筆記本.pdf,passed,10,21,1679886,驗證通過
503,snowflake-csv-spanner,使用 CSV 檔案從 Snowflake 至 Spanner 執行反向 ETL,https://codelabs.developers.google.com/snowflake-csv-spanner?hl=zh-tw,503__snowflake-csv-spanner__使用-CSV-檔案從-Snowflake-至-Spanner-執行反向-ETL.pdf,passed,8,18,947391,驗證通過
504,neo4j-vertexai-movie-recommender-python,程式碼實驗室：使用 Neo4j 和 Vertex AI 建構電影推薦聊天機器人,https://codelabs.developers.google.com/neo4j-vertexai-movie-recommender-python?hl=zh-tw,504__neo4j-vertexai-movie-recommender-python__程式碼實驗室-使用-Neo4j-和-Vertex-AI-建構電影推薦聊天機器人.pdf,passed,10,26,3296296,驗證通過
505,mp-object-detection-web,使用 MediaPipe 建立自訂物件偵測網頁應用程式,https://codelabs.developers.google.com/mp-object-detection-web?hl=zh-tw,505__mp-object-detection-web__使用-MediaPipe-建立自訂物件偵測網頁應用程式.pdf,passed,7,14,4903980,驗證通過
506,tflite-nlp-update-app,更新應用程式，加入垃圾內容篩選機器學習模型,https://codelabs.developers.google.com/tflite-nlp-update-app?hl=zh-tw,"506__tflite-nlp-update-app__更新應用程式,加入垃圾內容篩選機器學習模型.pdf",passed,14,24,1331539,驗證通過
507,iot-data-processing-using-dataproc-and-managed-kafka,使用 Dataproc 和 Google Managed Service for Apache Kafka 即時處理 IoT 資料,https://codelabs.developers.google.com/codelabs/iot-data-processing-using-dataproc-and-managed-kafka?hl=zh-tw,507__iot-data-processing-using-dataproc-and-managed-kafka__使用-Dataproc-和-Google-Managed-Service-for-Apache-Kafka-即時處理-IoT-資料.pdf,passed,9,24,999098,驗證通過
508,similary-search-spanner-vertex,運用 Spanner 和 Vertex AI 執行相似度搜尋,https://codelabs.developers.google.com/codelabs/similary-search-spanner-vertex?hl=zh-tw,508__similary-search-spanner-vertex__運用-Spanner-和-Vertex-AI-執行相似度搜尋.pdf,passed,8,17,1553449,驗證通過
509,psc-psa-cloudsql-terraform,在執行 PSA 的現有 Cloud SQL 執行個體上啟用 Private Service Connect (Terraform),https://codelabs.developers.google.com/codelabs/psc-psa-cloudsql-terraform?hl=zh-tw,509__psc-psa-cloudsql-terraform__在執行-PSA-的現有-Cloud-SQL-執行個體上啟用-Private-Service-Connect-(Terraform).pdf,passed,12,32,2285060,驗證通過
510,mdc-102-web,MDC-102 Web：Material Design 結構和版面配置 (網頁),https://codelabs.developers.google.com/codelabs/mdc-102-web?hl=zh-tw,510__mdc-102-web__MDC-102-Web-Material-Design-結構和版面配置-(網頁).pdf,passed,5,14,2813267,驗證通過
511,how-to-use-transformers-js-cloud-run-gpu,如何在 Cloud Run GPU 執行 Transformers.js,https://codelabs.developers.google.com/codelabs/how-to-use-transformers-js-cloud-run-gpu?hl=zh-tw,511__how-to-use-transformers-js-cloud-run-gpu__如何在-Cloud-Run-GPU-執行-Transformers.js.pdf,passed,7,10,529150,驗證通過
512,psc-mongo-globalaccess,透過 Private Service Connect 存取多區域 MongoDB Atlas,https://codelabs.developers.google.com/codelabs/psc-mongo-globalaccess?hl=zh-tw,512__psc-mongo-globalaccess__透過-Private-Service-Connect-存取多區域-MongoDB-Atlas.pdf,passed,13,42,6382258,驗證通過
513,deploy-from-aistudio-to-run,從 AI Studio 部署至 Cloud Run,https://codelabs.developers.google.com/deploy-from-aistudio-to-run?hl=zh-tw,513__deploy-from-aistudio-to-run__從-AI-Studio-部署至-Cloud-Run.pdf,passed,6,8,1010803,驗證通過
514,maps-platform-navigation-sdk-101-android,使用 Google Maps Platform Navigation SDK 建立簡單的 Android 導航應用程式,https://codelabs.developers.google.com/codelabs/maps-platform/navigation-sdk-101-android?hl=zh-tw,514__maps-platform-navigation-sdk-101-android__使用-Google-Maps-Platform-Navigation-SDK-建立簡單的-Android-導航應用程式.pdf,passed,12,29,3809426,驗證通過
515,privacy-on-beam,使用 Beam 上的 Privacy 計算私密統計資料,https://codelabs.developers.google.com/codelabs/privacy-on-beam?hl=zh-tw,515__privacy-on-beam__使用-Beam-上的-Privacy-計算私密統計資料.pdf,passed,10,23,1201482,驗證通過
516,databricks-bigquery-spanner,使用 BQ 從 Databricks 至 Spanner 執行反向 ETL,https://codelabs.developers.google.com/databricks-bigquery-spanner?hl=zh-tw,516__databricks-bigquery-spanner__使用-BQ-從-Databricks-至-Spanner-執行反向-ETL.pdf,passed,10,30,2228500,驗證通過
517,looker-psc-ext-northbound-l7,Looker PSC 北向區域外部 L7 ALB,https://codelabs.developers.google.com/looker-psc-ext-northbound-l7?hl=zh-tw,517__looker-psc-ext-northbound-l7__Looker-PSC-北向區域外部-L7-ALB.pdf,passed,13,32,2853917,驗證通過
518,spanner-cassandra-adapter-getting-started,開始使用 Spanner Cassandra Adapter,https://codelabs.developers.google.com/codelabs/spanner-cassandra-adapter-getting-started?hl=zh-tw,518__spanner-cassandra-adapter-getting-started__開始使用-Spanner-Cassandra-Adapter.pdf,passed,9,21,1929088,驗證通過
519,companion-adk-beginner-instructions,打造第一個 AI 幫手：新手研討會,https://codelabs.developers.google.com/companion-adk-beginner/instructions?hl=zh-tw,519__companion-adk-beginner-instructions__打造第一個-AI-幫手-新手研討會.pdf,passed,6,26,5400598,驗證通過
520,image-classification-bqml,使用 BigQuery ML 分類圖片資料,https://codelabs.developers.google.com/codelabs/image-classification-bqml?hl=zh-tw,520__image-classification-bqml__使用-BigQuery-ML-分類圖片資料.pdf,passed,10,20,4154785,驗證通過
521,genai-for-dev-jira-gemini,運用生成式 AI 實作 JIRA 使用者故事,https://codelabs.developers.google.com/genai-for-dev-jira-gemini?hl=zh-tw,521__genai-for-dev-jira-gemini__運用生成式-AI-實作-JIRA-使用者故事.pdf,passed,10,40,6578838,驗證通過
522,create-alloydb-database-with-cloud-run-job,運用 Cloud Run 工作建立 AlloyDB 資料庫,https://codelabs.developers.google.com/create-alloydb-database-with-cloud-run-job?hl=zh-tw,522__create-alloydb-database-with-cloud-run-job__運用-Cloud-Run-工作建立-AlloyDB-資料庫.pdf,passed,6,11,1020469,驗證通過
523,lustre-on-gcp,在 GCP 部署 Lustre 平行檔案系統,https://codelabs.developers.google.com/codelabs/lustre-on-gcp?hl=zh-tw,523__lustre-on-gcp__在-GCP-部署-Lustre-平行檔案系統.pdf,passed,8,19,1570632,驗證通過
524,gemini-tls-endpoint,使用 TLS 透過 Vertex AI 進行安全的線上預測,https://codelabs.developers.google.com/gemini-tls-endpoint?hl=zh-tw,524__gemini-tls-endpoint__使用-TLS-透過-Vertex-AI-進行安全的線上預測.pdf,passed,11,22,2660943,驗證通過
525,handling-gesture-back-navigation,更新應用程式，以便支援日後推出的預測返回手勢,https://codelabs.developers.google.com/handling-gesture-back-navigation?hl=zh-tw,"525__handling-gesture-back-navigation__更新應用程式,以便支援日後推出的預測返回手勢.pdf",passed,7,19,8876383,驗證通過
526,triggering-dag-gcf,使用 Node.JS 和 Google Cloud Functions 觸發 DAG,https://codelabs.developers.google.com/codelabs/triggering-dag-gcf?hl=zh-tw,526__triggering-dag-gcf__使用-Node.JS-和-Google-Cloud-Functions-觸發-DAG.pdf,passed,7,25,2731765,驗證通過
527,devsite-codelabs-psc-cloud-sql,如何建立 Cloud SQL 的 Private Service Connect,https://codelabs.developers.google.com/devsite/codelabs/psc-cloud-sql?hl=zh-tw,527__devsite-codelabs-psc-cloud-sql__如何建立-Cloud-SQL-的-Private-Service-Connect.pdf,passed,10,26,942526,驗證通過
528,vertex_multiworker_training,Vertex AI：使用 TensorFlow 進行多工作人員訓練和移轉學習,https://codelabs.developers.google.com/vertex_multiworker_training?hl=zh-tw,528__vertex_multiworker_training__Vertex-AI-使用-TensorFlow-進行多工作人員訓練和移轉學習.pdf,passed,8,26,2351449,驗證通過
529,seamless-credential-sharing,設定跨網站和 Android 應用程式的憑證整合共用,https://codelabs.developers.google.com/seamless-credential-sharing?hl=zh-tw,529__seamless-credential-sharing__設定跨網站和-Android-應用程式的憑證整合共用.pdf,passed,6,13,1172808,驗證通過
530,ncc-vpc-dynamic-routes,CodeLab：使用 NCC 進行動態路由交換,https://codelabs.developers.google.com/ncc-vpc-dynamic-routes?hl=zh-tw,530__ncc-vpc-dynamic-routes__CodeLab-使用-NCC-進行動態路由交換.pdf,passed,8,18,1191026,驗證通過
531,search-for-and-select-google-apis,搜尋及選取 Google API,https://codelabs.developers.google.com/search-for-and-select-google-apis?hl=zh-tw,531__search-for-and-select-google-apis__搜尋及選取-Google-API.pdf,passed,6,18,2030138,驗證通過
532,vertex-p2p-predictions,從原型設計到正式環境：透過自訂訓練模型取得預測結果,https://codelabs.developers.google.com/vertex-p2p-predictions?hl=zh-tw,532__vertex-p2p-predictions__從原型設計到正式環境-透過自訂訓練模型取得預測結果.pdf,passed,7,19,2470212,驗證通過
533,vpc-sc-beginnerlab-2,VPC Service Controls 基本教學課程 II - 排解輸出違規問題,https://codelabs.developers.google.com/codelabs/vpc-sc-beginnerlab-2?hl=zh-tw,533__vpc-sc-beginnerlab-2__VPC-Service-Controls-基本教學課程-II-排解輸出違規問題.pdf,passed,8,14,916851,驗證通過
534,developing-with-cloud-code,使用 Cloud Code 進行開發,https://codelabs.developers.google.com/developing-with-cloud-code?hl=zh-tw,534__developing-with-cloud-code__使用-Cloud-Code-進行開發.pdf,passed,6,9,636318,驗證通過
